Method,Project,Recall,Precision,F1,MCC,AUC,GMean
RFF,camel-1.4.0,0.28865979381443296,0.7777777777777778,0.42105263157894735,0.4040751834328206,0.6331567125496745,0.5312337485783782
RFF,camel-1.4.0,0.26804123711340205,0.7878787878787878,0.4,0.39239177286929733,0.6242440822438519,0.5126404269441123
RFF,camel-1.4.0,0.24742268041237114,0.7741935483870968,0.375,0.37038211733772247,0.6139348038933364,0.4925289907944741
RFF,camel-1.4.0,0.25773195876288657,0.78125,0.38759689922480617,0.38149202847845165,0.6190894430685941,0.5026852962393393
RFF,camel-1.4.0,0.25773195876288657,0.7352941176470589,0.38167938931297707,0.3622781956024291,0.6162961469792086,0.5012510984628246
RFF,camel-1.4.0,0.26804123711340205,0.7878787878787878,0.4,0.39239177286929733,0.6242440822438519,0.5126404269441123
RFF,camel-1.4.0,0.26804123711340205,0.7428571428571429,0.393939393939394,0.3733352856872403,0.6214507861544664,0.5111778264543523
RFF,camel-1.4.0,0.31958762886597936,0.7209302325581395,0.4428571428571428,0.4005105305519971,0.6430340378966769,0.5557654130825808
RFF,camel-1.4.0,0.26804123711340205,0.7878787878787878,0.4,0.39239177286929733,0.6242440822438519,0.5126404269441123
RFF,camel-1.4.0,0.3711340206185567,0.75,0.496551724137931,0.4501223794773735,0.6688072337729655,0.5989104892363933
RFF,camel-1.4.0,0.31958762886597936,0.7560975609756098,0.4492753623188406,0.4171614931836035,0.6458273339860623,0.5573693570036894
RFF,camel-1.4.0,0.32989690721649484,0.7441860465116279,0.4571428571428572,0.4188548320822124,0.6495853251166273,0.5654736157128682
RFF,camel-1.4.0,0.30927835051546393,0.7692307692307693,0.4411764705882353,0.41569880774634743,0.6420693428554973,0.5490930672046643
RFF,camel-1.4.0,0.23711340206185566,0.8518518518518519,0.3709677419354838,0.39166715805055735,0.612970108852157,0.4842149216071047
RFF,camel-1.4.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-1.4.0,0.29896907216494845,0.7435897435897436,0.4264705882352941,0.39652956101232617,0.6355180556355469,0.539089956096098
RFF,camel-1.4.0,0.26804123711340205,0.7428571428571429,0.393939393939394,0.3733352856872403,0.6214507861544664,0.5111778264543523
RFF,camel-1.4.0,0.24742268041237114,0.8,0.3779527559055118,0.3806712193725788,0.6153314519380291,0.49323010003308215
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,camel-2.10.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,jruby-1.4.0,0.4126984126984127,0.8666666666666667,0.5591397849462365,0.5359583014448648,0.6976911976911976,0.6368297416404436
RFF,jruby-1.4.0,0.4126984126984127,0.8387096774193549,0.553191489361702,0.5224606660912539,0.6955266955266954,0.6354254847129516
RFF,jruby-1.4.0,0.38095238095238093,0.8888888888888888,0.5333333333333333,0.5228121810969626,0.683982683982684,0.6131924228441826
RFF,jruby-1.4.0,0.4603174603174603,0.8787878787878788,0.6041666666666666,0.5758431193975244,0.7215007215007215,0.6725671678009104
RFF,jruby-1.4.0,0.5396825396825397,0.85,0.6601941747572816,0.6148174340510162,0.7568542568542568,0.7250274556036461
RFF,jruby-1.4.0,0.5079365079365079,0.8421052631578947,0.6336633663366337,0.5894917288691196,0.740981240981241,0.7033799484533299
RFF,jruby-1.4.0,0.47619047619047616,0.8333333333333334,0.6060606060606061,0.5635552769273744,0.7251082251082251,0.6810447066039945
RFF,jruby-1.4.0,0.5238095238095238,0.7857142857142857,0.6285714285714286,0.5685352436149611,0.7424242424242424,0.7095078297976828
RFF,jruby-1.4.0,0.4603174603174603,0.8787878787878788,0.6041666666666666,0.5758431193975244,0.7215007215007215,0.6725671678009104
RFF,jruby-1.4.0,0.5079365079365079,0.8,0.6213592233009708,0.5664610066537452,0.7366522366522366,0.7002468373386459
RFF,jruby-1.4.0,0.4444444444444444,0.8484848484848485,0.5833333333333334,0.549583172584608,0.7113997113997114,0.6594121888655341
RFF,jruby-1.4.0,0.4126984126984127,0.8666666666666667,0.5591397849462365,0.5359583014448648,0.6976911976911976,0.6368297416404436
RFF,jruby-1.4.0,0.42857142857142855,0.84375,0.5684210526315789,0.5361255484934454,0.7034632034632035,0.6475299149256056
RFF,jruby-1.4.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,jruby-1.4.0,0.5396825396825397,0.6938775510204082,0.6071428571428572,0.5227064339370225,0.7373737373737372,0.7103789262949269
RFF,jruby-1.4.0,0.3968253968253968,0.8928571428571429,0.5494505494505494,0.5365433699886598,0.6919191919191918,0.6258368958788294
RFF,jruby-1.4.0,0.47619047619047616,0.8333333333333334,0.6060606060606061,0.5635552769273744,0.7251082251082251,0.6810447066039945
RFF,jruby-1.4.0,0.5079365079365079,0.8205128205128205,0.6274509803921569,0.5777881494145164,0.7388167388167388,0.7018151412904202
RFF,jruby-1.4.0,0.47619047619047616,0.8333333333333334,0.6060606060606061,0.5635552769273744,0.7251082251082251,0.6810447066039945
RFF,jruby-1.4.0,0.3333333333333333,0.9130434782608695,0.48837209302325574,0.49610886178539854,0.6623376623376623,0.5748454839757641
RFF,jruby-1.4.0,0.3968253968253968,0.8620689655172413,0.5434782608695652,0.522248068724971,0.6897546897546898,0.6244629383578603
RFF,jruby-1.4.0,0.42857142857142855,0.8709677419354839,0.574468085106383,0.5494512540074072,0.7056277056277056,0.6489609220077396
RFF,jruby-1.4.0,0.38095238095238093,0.8888888888888888,0.5333333333333333,0.5228121810969626,0.683982683982684,0.6131924228441826
RFF,jruby-1.4.0,0.31746031746031744,0.9090909090909091,0.4705882352941177,0.4815717595386553,0.6544011544011543,0.560991749746083
RFF,jruby-1.4.0,0.42857142857142855,0.8181818181818182,0.5625,0.5233232257716917,0.7012987012987013,0.646095738380922
RFF,jruby-1.4.0,0.4603174603174603,0.8285714285714286,0.5918367346938775,0.5503330835653103,0.7171717171717171,0.6695977618293515
RFF,jruby-1.4.0,0.4444444444444444,0.875,0.5894736842105263,0.5627417104753895,0.7135642135642136,0.6608694551486222
RFF,jruby-1.4.0,0.4444444444444444,0.875,0.5894736842105263,0.5627417104753895,0.7135642135642136,0.6608694551486222
RFF,jruby-1.4.0,0.38095238095238093,0.8571428571428571,0.5274725274725274,0.5083042452524146,0.6818181818181818,0.6118462249023291
RFF,jruby-1.4.0,0.5079365079365079,0.8,0.6213592233009708,0.5664610066537452,0.7366522366522366,0.7002468373386459
RFF,jruby-1.4.0,0.5238095238095238,0.8048780487804879,0.6346153846153846,0.5794160742727692,0.7445887445887446,0.7111040249080037
RFF,jruby-1.4.0,0.38095238095238093,0.8571428571428571,0.5274725274725274,0.5083042452524146,0.6818181818181818,0.6118462249023291
RFF,jruby-1.4.0,0.5396825396825397,0.7555555555555555,0.6296296296296297,0.5607786601123158,0.7460317460317459,0.7169263359134105
RFF,jruby-1.4.0,0.42857142857142855,0.8709677419354839,0.574468085106383,0.5494512540074072,0.7056277056277056,0.6489609220077396
RFF,jruby-1.4.0,0.3333333333333333,0.9130434782608695,0.48837209302325574,0.49610886178539854,0.6623376623376623,0.5748454839757641
RFF,jruby-1.4.0,0.47619047619047616,0.8571428571428571,0.6122448979591837,0.5759299711729992,0.7272727272727273,0.6825564614199914
RFF,jruby-1.4.0,0.38095238095238093,0.8571428571428571,0.5274725274725274,0.5083042452524146,0.6818181818181818,0.6118462249023291
RFF,jruby-1.4.0,0.3333333333333333,0.875,0.48275862068965514,0.4800743488996058,0.6601731601731601,0.5735889896121865
RFF,jruby-1.4.0,0.5238095238095238,0.8048780487804879,0.6346153846153846,0.5794160742727692,0.7445887445887446,0.7111040249080037
RFF,jruby-1.4.0,0.47619047619047616,0.8108108108108109,0.6,0.5516124831017565,0.722943722943723,0.6795295885835008
RFF,wicket-1.3.0-beta2,0.3695652173913043,0.3541666666666667,0.3617021276595745,0.29957406595802144,0.6526915113871634,0.5880864823178901
RFF,wicket-1.3.0-beta2,0.34782608695652173,0.32,0.3333333333333333,0.2672128812928373,0.6387163561076604,0.5686311940727714
RFF,wicket-1.3.0-beta2,0.30434782608695654,0.4827586206896552,0.3733333333333333,0.3382947675529354,0.6366459627329193,0.5430433042085564
RFF,wicket-1.3.0-beta2,0.3695652173913043,0.32075471698113206,0.34343434343434337,0.2768718506805012,0.6475155279503104,0.5848247462248168
RFF,wicket-1.3.0-beta2,0.32608695652173914,0.36585365853658536,0.3448275862068966,0.2868991515668523,0.636128364389234,0.5554580284666554
RFF,wicket-1.3.0-beta2,0.41304347826086957,0.34545454545454546,0.37623762376237624,0.3125018494109339,0.6692546583850931,0.6182698674118773
RFF,wicket-1.3.0-beta2,0.391304347826087,0.32727272727272727,0.3564356435643564,0.2905215970058835,0.6573498964803313,0.6011061906551657
RFF,wicket-1.3.0-beta2,0.41304347826086957,0.3392857142857143,0.3725490196078432,0.3081301049832449,0.6682194616977226,0.6175779031576737
RFF,wicket-1.3.0-beta2,0.43478260869565216,0.31746031746031744,0.3669724770642202,0.30078667199253106,0.6728778467908902,0.6293450995267356
RFF,wicket-1.3.0-beta2,0.41304347826086957,0.3220338983050847,0.3619047619047619,0.2955909294303871,0.6651138716356108,0.6154973428261206
RFF,wicket-1.3.0-beta2,0.5,0.32857142857142857,0.39655172413793105,0.3348648733787986,0.7013457556935817,0.6718227115047405
RFF,wicket-1.3.0-beta2,0.45652173913043476,0.3387096774193548,0.38888888888888884,0.3255483648604968,0.6858178053830228,0.6463508151008046
RFF,wicket-1.3.0-beta2,0.34782608695652173,0.3137254901960784,0.32989690721649484,0.26288024756086426,0.6376811594202899,0.5679976215149398
RFF,wicket-1.3.0-beta2,0.32608695652173914,0.35714285714285715,0.34090909090909094,0.2815961652525829,0.6350931677018634,0.5548499735186905
RFF,wicket-1.3.0-beta2,0.43478260869565216,0.3125,0.36363636363636365,0.29695933026258853,0.6718426501035196,0.6286295278348134
RFF,wicket-1.3.0-beta2,0.34782608695652173,0.42105263157894735,0.380952380952381,0.3298569673893853,0.6511387163561076,0.5761797261138135
RFF,wicket-1.3.0-beta2,0.30434782608695654,0.5185185185185185,0.3835616438356165,0.3552028225672609,0.6387163561076604,0.544202416101988
RFF,wicket-1.3.0-beta2,0.32608695652173914,0.39473684210526316,0.35714285714285715,0.3038750829717282,0.6392339544513458,0.5572782125753527
RFF,wicket-1.3.0-beta2,0.34782608695652173,0.4,0.37209302325581395,0.31774843289658944,0.6490683229813664,0.5749285200201806
RFF,wicket-1.3.0-beta2,0.3695652173913043,0.34,0.3541666666666667,0.2901453300605062,0.6506211180124223,0.5867839635928939
RFF,wicket-1.3.0-beta2,0.41304347826086957,0.3275862068965517,0.3653846153846154,0.29967874194398436,0.6661490683229814,0.616191643489983
RFF,wicket-1.3.0-beta2,0.30434782608695654,0.3684210526315789,0.3333333333333333,0.2778931985540712,0.6273291925465838,0.5377963859501297
RFF,wicket-1.3.0-beta2,0.3695652173913043,0.3333333333333333,0.35051546391752575,0.2856104945304127,0.6495859213250517,0.5861316187957829
RFF,wicket-1.3.0-beta2,0.34782608695652173,0.36363636363636365,0.3555555555555555,0.29575778061152075,0.6449275362318839,0.5724179031342463
RFF,wicket-1.3.0-beta2,0.34782608695652173,0.37209302325581395,0.35955056179775285,0.30100388480110046,0.6459627329192547,0.5730465885550706
RFF,wicket-1.3.0-beta2,0.45652173913043476,0.35,0.39622641509433965,0.33390270187013193,0.687888198757764,0.6478114967717974
RFF,wicket-1.3.0-beta2,0.34782608695652173,0.3333333333333333,0.3404255319148936,0.2762174438663791,0.6407867494824017,0.5698962261014014
RFF,wicket-1.3.0-beta2,0.391304347826087,0.3333333333333333,0.36,0.29481738963820076,0.6583850931677018,0.6017796992032973
RFF,wicket-1.3.0-beta2,0.34782608695652173,0.36363636363636365,0.3555555555555555,0.29575778061152075,0.6449275362318839,0.5724179031342463
RFF,wicket-1.3.0-beta2,0.41304347826086957,0.36538461538461536,0.3877551020408163,0.32625616502477023,0.672360248447205,0.6203411290508751
RFF,wicket-1.3.0-beta2,0.3695652173913043,0.3148148148148148,0.34,0.27265791263925104,0.6464803312629399,0.5841702135673298
RFF,wicket-1.3.0-beta2,0.3695652173913043,0.3333333333333333,0.35051546391752575,0.2856104945304127,0.6495859213250517,0.5861316187957829
RFF,wicket-1.3.0-beta2,0.34782608695652173,0.35555555555555557,0.3516483516483516,0.29066397802602195,0.6438923395445135,0.5717885264698922
RFF,wicket-1.3.0-beta2,0.5,0.2987012987012987,0.37398373983739835,0.31016446683404364,0.6940993788819876,0.6664078172425557
RFF,wicket-1.3.0-beta2,0.43478260869565216,0.3508771929824561,0.3883495145631068,0.3254940292583696,0.6790890269151139,0.633621559365915
RFF,wicket-1.3.0-beta2,0.41304347826086957,0.3333333333333333,0.36893203883495146,0.3038571429203855,0.667184265010352,0.6168851627229801
RFF,wicket-1.3.0-beta2,0.41304347826086957,0.3333333333333333,0.36893203883495146,0.3038571429203855,0.667184265010352,0.6168851627229801
RFF,wicket-1.3.0-beta2,0.43478260869565216,0.3225806451612903,0.37037037037037035,0.30469150583043714,0.6739130434782609,0.6300598585299756
RFF,wicket-1.3.0-beta2,0.3695652173913043,0.3469387755102041,0.3578947368421052,0.2947978531374469,0.6516563146997929,0.5874355839642406
RFF,wicket-1.3.0-beta2,0.34782608695652173,0.32,0.3333333333333333,0.2672128812928373,0.6387163561076604,0.5686311940727714
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,hive-0.9.0,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.08695652173913043,1.0,0.16,0.28196295074009653,0.5434782608695652,0.29488391230979427
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
RFF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0,0.5,0.0
